"","prec","tmax","tmin","id","lectivo","fest","hora","intensidad","carga","dia","mes","anio"
"13044",TRUE,14,11,S4590,Si,F,16:45,20,4,Sun,Oct, 2016
"13045",TRUE,14,11,S4590,Si,F,17:00,20,4,Sun,Oct, 2016
"13046",TRUE,14,11,S4590,Si,F,18:45,26,3,Sun,Oct, 2016
"13047",TRUE,14,11,S4590,Si,F,17:15,30,5,Sun,Oct, 2016
"13048",TRUE,14,11,S4590,Si,F,19:00,20,4,Sun,Oct, 2016
"13049",TRUE,14,11,S4590,Si,F,19:15,72,9,Sun,Oct, 2016
"13050",TRUE,14,11,S4590,Si,F,19:45,30,4,Sun,Oct, 2016
"13051",TRUE,14,11,S4590,Si,F,20:00,20,4,Sun,Oct, 2016
"13052",TRUE,14,11,S4590,Si,F,21:30,20,4,Sun,Oct, 2016
"13053",TRUE,14,11,S4590,Si,F,21:45,20,4,Sun,Oct, 2016
"13054",TRUE,14,11,S4590,Si,F,23:30,20,4,Sun,Oct, 2016
"13055",TRUE,14,11,S4590,Si,F,23:45,20,4,Sun,Oct, 2016
"13056",TRUE,14,10,S4590,Si,L,21:45,55,9,Mon,Oct, 2016
"13057",TRUE,14,10,S4590,Si,L,22:00,43,12,Mon,Oct, 2016
"13058",TRUE,14,10,S4590,Si,L,22:15,42,6,Mon,Oct, 2016
"13059",TRUE,14,10,S4590,Si,L,22:30,25,7,Mon,Oct, 2016
"13060",TRUE,14,10,S4590,Si,L,22:45,25,4,Mon,Oct, 2016
"13061",TRUE,14,10,S4590,Si,L,23:00,40,9,Mon,Oct, 2016
"13062",TRUE,14,10,S4590,Si,L,23:15,20,3,Mon,Oct, 2016
"13063",TRUE,14,10,S4590,Si,L,23:30,20,4,Mon,Oct, 2016
"13064",TRUE,14,10,S4590,Si,L,23:45,20,4,Mon,Oct, 2016
"13084",TRUE,14,10,S4590,Si,L,07:00,33,6,Mon,Oct, 2016
"13085",TRUE,14,10,S4590,Si,L,07:15,20,2,Mon,Oct, 2016
"13086",TRUE,14,10,S4590,Si,L,07:30,20,4,Mon,Oct, 2016
"13087",TRUE,14,10,S4590,Si,L,08:45,20,3,Mon,Oct, 2016
"13088",TRUE,14,10,S4590,Si,L,09:00,27,3,Mon,Oct, 2016
"13089",TRUE,14,10,S4590,Si,L,09:15,20,4,Mon,Oct, 2016
"13090",TRUE,14,10,S4590,Si,L,09:30,20,4,Mon,Oct, 2016
"13091",TRUE,14,10,S4590,Si,L,09:45,20,3,Mon,Oct, 2016
"13092",TRUE,14,10,S4590,Si,L,10:00,24,4,Mon,Oct, 2016
"13093",TRUE,14,10,S4590,Si,L,12:15,35,9,Mon,Oct, 2016
"13094",TRUE,14,10,S4590,Si,L,10:15,34,4,Mon,Oct, 2016
"13095",TRUE,14,10,S4590,Si,L,10:30,55,9,Mon,Oct, 2016
"13096",TRUE,14,10,S4590,Si,L,10:45,32,7,Mon,Oct, 2016
"13097",TRUE,14,10,S4590,Si,L,11:00,34,5,Mon,Oct, 2016
"13098",TRUE,14,10,S4590,Si,L,12:30,29,6,Mon,Oct, 2016
"13099",TRUE,14,10,S4590,Si,L,11:15,32,5,Mon,Oct, 2016
"13100",TRUE,14,10,S4590,Si,L,11:30,32,7,Mon,Oct, 2016
"13101",TRUE,14,10,S4590,Si,L,11:45,40,6,Mon,Oct, 2016
"13102",TRUE,14,10,S4590,Si,L,12:00,56,10,Mon,Oct, 2016
"13103",TRUE,14,10,S4590,Si,L,12:45,44,9,Mon,Oct, 2016
"13104",TRUE,14,10,S4590,Si,L,15:30,63,15,Mon,Oct, 2016
"13105",TRUE,14,10,S4590,Si,L,13:00,63,9,Mon,Oct, 2016
"13106",TRUE,14,10,S4590,Si,L,13:15,48,14,Mon,Oct, 2016
"13107",TRUE,14,10,S4590,Si,L,13:30,64,12,Mon,Oct, 2016
"13108",TRUE,14,10,S4590,Si,L,13:45,70,16,Mon,Oct, 2016
"13109",TRUE,14,10,S4590,Si,L,14:00,101,21,Mon,Oct, 2016
"13110",TRUE,14,10,S4590,Si,L,14:15,89,22,Mon,Oct, 2016
"13111",TRUE,14,10,S4590,Si,L,14:30,93,25,Mon,Oct, 2016
"13112",TRUE,14,10,S4590,Si,L,14:45,47,13,Mon,Oct, 2016
"13113",TRUE,14,10,S4590,Si,L,15:00,51,9,Mon,Oct, 2016
"13114",TRUE,14,10,S4590,Si,L,15:15,52,9,Mon,Oct, 2016
"13115",TRUE,14,10,S4590,Si,L,15:45,52,9,Mon,Oct, 2016
"13116",TRUE,14,10,S4590,Si,L,16:00,30,6,Mon,Oct, 2016
"13117",TRUE,14,10,S4590,Si,L,16:15,60,10,Mon,Oct, 2016
"13118",TRUE,14,10,S4590,Si,L,16:30,61,15,Mon,Oct, 2016
"13119",TRUE,14,10,S4590,Si,L,16:45,54,9,Mon,Oct, 2016
"13120",TRUE,14,10,S4590,Si,L,20:00,89,24,Mon,Oct, 2016
"13121",TRUE,14,10,S4590,Si,L,17:00,59,13,Mon,Oct, 2016
"13122",TRUE,14,10,S4590,Si,L,17:15,85,17,Mon,Oct, 2016
"13123",TRUE,14,10,S4590,Si,L,20:15,98,25,Mon,Oct, 2016
"13124",TRUE,14,10,S4590,Si,L,17:30,56,18,Mon,Oct, 2016
"13125",TRUE,14,10,S4590,Si,L,17:45,69,15,Mon,Oct, 2016
"13126",TRUE,14,10,S4590,Si,L,18:00,58,16,Mon,Oct, 2016
"13127",TRUE,14,10,S4590,Si,L,18:15,78,15,Mon,Oct, 2016
"13128",TRUE,14,10,S4590,Si,L,18:30,95,22,Mon,Oct, 2016
"13129",TRUE,14,10,S4590,Si,L,18:45,83,20,Mon,Oct, 2016
"13130",TRUE,14,10,S4590,Si,L,19:00,113,27,Mon,Oct, 2016
"13131",TRUE,14,10,S4590,Si,L,19:15,126,27,Mon,Oct, 2016
"13132",TRUE,14,10,S4590,Si,L,19:30,127,31,Mon,Oct, 2016
"13133",TRUE,14,10,S4590,Si,L,19:45,91,22,Mon,Oct, 2016
"13134",TRUE,14,10,S4590,Si,L,20:30,75,20,Mon,Oct, 2016
"13135",TRUE,14,10,S4590,Si,L,20:45,70,15,Mon,Oct, 2016
"13136",TRUE,14,10,S4590,Si,L,21:00,84,19,Mon,Oct, 2016
"13137",TRUE,14,10,S4590,Si,L,21:15,36,12,Mon,Oct, 2016
"13138",TRUE,14,10,S4590,Si,L,21:30,25,6,Mon,Oct, 2016
"13161",TRUE,19,12,S4590,Si,L,07:00,20,4,Tue,Oct, 2016
"13164",TRUE,19,12,S4590,Si,L,07:15,23,4,Tue,Oct, 2016
"13165",TRUE,19,12,S4590,Si,L,07:30,25,4,Tue,Oct, 2016
"13166",TRUE,19,12,S4590,Si,L,07:45,20,4,Tue,Oct, 2016
"13167",TRUE,19,12,S4590,Si,L,08:15,20,3,Tue,Oct, 2016
"13168",TRUE,19,12,S4590,Si,L,08:00,20,4,Tue,Oct, 2016
"13169",TRUE,19,12,S4590,Si,L,08:30,20,1,Tue,Oct, 2016
"13170",TRUE,19,12,S4590,Si,L,09:00,27,5,Tue,Oct, 2016
"13171",TRUE,19,12,S4590,Si,L,08:45,20,4,Tue,Oct, 2016
"13172",TRUE,19,12,S4590,Si,L,09:15,23,3,Tue,Oct, 2016
"13173",TRUE,19,12,S4590,Si,L,09:45,20,4,Tue,Oct, 2016
"13174",TRUE,19,12,S4590,Si,L,09:30,44,11,Tue,Oct, 2016
"13175",TRUE,19,12,S4590,Si,L,10:15,38,6,Tue,Oct, 2016
"13176",TRUE,19,12,S4590,Si,L,10:00,39,5,Tue,Oct, 2016
"13177",TRUE,19,12,S4590,Si,L,10:30,50,7,Tue,Oct, 2016
"13178",TRUE,19,12,S4590,Si,L,10:45,28,5,Tue,Oct, 2016
"13179",TRUE,19,12,S4590,Si,L,11:00,20,4,Tue,Oct, 2016
"13180",TRUE,19,12,S4590,Si,L,11:15,44,7,Tue,Oct, 2016
"13181",TRUE,19,12,S4590,Si,L,11:45,56,10,Tue,Oct, 2016
"13182",TRUE,19,12,S4590,Si,L,11:30,40,9,Tue,Oct, 2016
"13183",TRUE,19,12,S4590,Si,L,12:00,48,10,Tue,Oct, 2016
"13184",TRUE,19,12,S4590,Si,L,12:15,37,7,Tue,Oct, 2016
"13185",TRUE,19,12,S4590,Si,L,12:30,43,10,Tue,Oct, 2016
"13186",TRUE,19,12,S4590,Si,L,13:00,42,8,Tue,Oct, 2016
"13187",TRUE,19,12,S4590,Si,L,13:15,43,10,Tue,Oct, 2016
"13188",TRUE,19,12,S4590,Si,L,12:45,48,9,Tue,Oct, 2016
"13189",TRUE,19,12,S4590,Si,L,13:30,64,10,Tue,Oct, 2016
"13190",TRUE,19,12,S4590,Si,L,13:45,480,45,Tue,Oct, 2016
"13191",TRUE,19,12,S4590,Si,L,14:00,164,52,Tue,Oct, 2016
"13192",TRUE,19,12,S4590,Si,L,14:15,96,26,Tue,Oct, 2016
"13193",TRUE,19,12,S4590,Si,L,14:30,79,19,Tue,Oct, 2016
"13194",TRUE,19,12,S4590,Si,L,14:45,30,11,Tue,Oct, 2016
"13195",TRUE,19,12,S4590,Si,L,15:00,50,9,Tue,Oct, 2016
"13196",TRUE,19,12,S4590,Si,L,15:15,57,11,Tue,Oct, 2016
"13197",TRUE,19,12,S4590,Si,L,15:30,50,13,Tue,Oct, 2016
"13198",TRUE,19,12,S4590,Si,L,15:45,58,13,Tue,Oct, 2016
"13199",TRUE,19,12,S4590,Si,L,16:00,40,9,Tue,Oct, 2016
"13200",TRUE,19,12,S4590,Si,L,16:15,61,11,Tue,Oct, 2016
"13201",TRUE,19,12,S4590,Si,L,16:30,62,13,Tue,Oct, 2016
"13202",TRUE,19,12,S4590,Si,L,17:15,70,15,Tue,Oct, 2016
"13203",TRUE,19,12,S4590,Si,L,16:45,73,19,Tue,Oct, 2016
"13204",TRUE,19,12,S4590,Si,L,17:00,53,10,Tue,Oct, 2016
"13205",TRUE,19,12,S4590,Si,L,17:30,67,15,Tue,Oct, 2016
"13206",TRUE,19,12,S4590,Si,L,17:45,61,17,Tue,Oct, 2016
"13207",TRUE,19,12,S4590,Si,L,18:00,94,20,Tue,Oct, 2016
"13208",TRUE,19,12,S4590,Si,L,18:15,112,26,Tue,Oct, 2016
"13209",TRUE,19,12,S4590,Si,L,18:30,77,22,Tue,Oct, 2016
"13210",TRUE,19,12,S4590,Si,L,18:45,98,20,Tue,Oct, 2016
"13211",TRUE,19,12,S4590,Si,L,19:15,57,16,Tue,Oct, 2016
"13212",TRUE,19,12,S4590,Si,L,19:00,93,22,Tue,Oct, 2016
"13213",TRUE,19,12,S4590,Si,L,19:45,88,22,Tue,Oct, 2016
"13214",TRUE,19,12,S4590,Si,L,20:00,84,22,Tue,Oct, 2016
"13215",TRUE,19,12,S4590,Si,L,19:30,103,23,Tue,Oct, 2016
"13216",TRUE,19,12,S4590,Si,L,20:30,92,21,Tue,Oct, 2016
"13217",TRUE,19,12,S4590,Si,L,20:45,123,31,Tue,Oct, 2016
"13218",TRUE,19,12,S4590,Si,L,20:15,108,23,Tue,Oct, 2016
"13219",TRUE,19,12,S4590,Si,L,21:30,48,12,Tue,Oct, 2016
"13220",TRUE,19,12,S4590,Si,L,21:00,97,25,Tue,Oct, 2016
"13221",TRUE,19,12,S4590,Si,L,21:15,51,13,Tue,Oct, 2016
"13222",TRUE,19,12,S4590,Si,L,21:45,41,8,Tue,Oct, 2016
"13223",TRUE,19,12,S4590,Si,L,22:00,41,5,Tue,Oct, 2016
"13224",TRUE,19,12,S4590,Si,L,22:15,33,4,Tue,Oct, 2016
"13225",TRUE,19,12,S4590,Si,L,22:30,35,5,Tue,Oct, 2016
"13226",TRUE,19,12,S4590,Si,L,22:45,20,1,Tue,Oct, 2016
"13227",TRUE,19,12,S4590,Si,L,23:00,20,4,Tue,Oct, 2016
"13228",TRUE,19,12,S4590,Si,L,23:30,20,4,Tue,Oct, 2016
"13245",FALSE,22,13,S4590,Si,L,08:15,20,4,Wed,Oct, 2016
"13248",FALSE,22,13,S4590,Si,L,07:00,20,4,Wed,Oct, 2016
"13249",FALSE,22,13,S4590,Si,L,07:15,20,3,Wed,Oct, 2016
"13250",FALSE,22,13,S4590,Si,L,07:30,23,3,Wed,Oct, 2016
"13251",FALSE,22,13,S4590,Si,L,07:45,20,3,Wed,Oct, 2016
"13252",FALSE,22,13,S4590,Si,L,08:00,20,1,Wed,Oct, 2016
"13253",FALSE,22,13,S4590,Si,L,10:00,28,3,Wed,Oct, 2016
"13254",FALSE,22,13,S4590,Si,L,08:30,20,1,Wed,Oct, 2016
"13255",FALSE,22,13,S4590,Si,L,08:45,23,4,Wed,Oct, 2016
"13256",FALSE,22,13,S4590,Si,L,09:00,36,5,Wed,Oct, 2016
"13257",FALSE,22,13,S4590,Si,L,09:15,20,2,Wed,Oct, 2016
"13258",FALSE,22,13,S4590,Si,L,09:30,24,5,Wed,Oct, 2016
"13259",FALSE,22,13,S4590,Si,L,09:45,31,5,Wed,Oct, 2016
"13260",FALSE,22,13,S4590,Si,L,10:45,31,8,Wed,Oct, 2016
"13261",FALSE,22,13,S4590,Si,L,11:00,33,5,Wed,Oct, 2016
"13262",FALSE,22,13,S4590,Si,L,11:15,35,9,Wed,Oct, 2016
"13263",FALSE,22,13,S4590,Si,L,11:30,32,3,Wed,Oct, 2016
"13264",FALSE,22,13,S4590,Si,L,11:45,53,9,Wed,Oct, 2016
"13265",FALSE,22,13,S4590,Si,L,10:15,29,4,Wed,Oct, 2016
"13266",FALSE,22,13,S4590,Si,L,10:30,49,8,Wed,Oct, 2016
"13267",FALSE,22,13,S4590,Si,L,12:15,64,12,Wed,Oct, 2016
"13268",FALSE,22,13,S4590,Si,L,12:30,59,16,Wed,Oct, 2016
"13269",FALSE,22,13,S4590,Si,L,12:45,37,8,Wed,Oct, 2016
"13270",FALSE,22,13,S4590,Si,L,13:00,32,3,Wed,Oct, 2016
"13271",FALSE,22,13,S4590,Si,L,13:45,69,15,Wed,Oct, 2016
"13272",FALSE,22,13,S4590,Si,L,13:15,66,15,Wed,Oct, 2016
"13273",FALSE,22,13,S4590,Si,L,13:30,67,16,Wed,Oct, 2016
"13274",FALSE,22,13,S4590,Si,L,12:00,38,10,Wed,Oct, 2016
"13275",FALSE,22,13,S4590,Si,L,14:00,99,22,Wed,Oct, 2016
"13276",FALSE,22,13,S4590,Si,L,14:15,86,22,Wed,Oct, 2016
"13277",FALSE,22,13,S4590,Si,L,14:30,110,26,Wed,Oct, 2016
"13278",FALSE,22,13,S4590,Si,L,14:45,75,16,Wed,Oct, 2016
"13279",FALSE,22,13,S4590,Si,L,15:45,48,13,Wed,Oct, 2016
"13280",FALSE,22,13,S4590,Si,L,15:00,44,14,Wed,Oct, 2016
"13281",FALSE,22,13,S4590,Si,L,16:00,46,11,Wed,Oct, 2016
"13282",FALSE,22,13,S4590,Si,L,15:15,45,7,Wed,Oct, 2016
"13283",FALSE,22,13,S4590,Si,L,15:30,55,14,Wed,Oct, 2016
"13284",FALSE,22,13,S4590,Si,L,17:30,82,17,Wed,Oct, 2016
"13285",FALSE,22,13,S4590,Si,L,19:00,76,19,Wed,Oct, 2016
"13286",FALSE,22,13,S4590,Si,L,17:45,64,18,Wed,Oct, 2016
"13287",FALSE,22,13,S4590,Si,L,18:00,77,14,Wed,Oct, 2016
"13288",FALSE,22,13,S4590,Si,L,18:15,83,17,Wed,Oct, 2016
"13289",FALSE,22,13,S4590,Si,L,18:30,95,25,Wed,Oct, 2016
"13290",FALSE,22,13,S4590,Si,L,16:15,58,10,Wed,Oct, 2016
"13291",FALSE,22,13,S4590,Si,L,16:30,68,15,Wed,Oct, 2016
"13292",FALSE,22,13,S4590,Si,L,16:45,90,21,Wed,Oct, 2016
"13293",FALSE,22,13,S4590,Si,L,17:00,66,12,Wed,Oct, 2016
"13294",FALSE,22,13,S4590,Si,L,18:45,68,14,Wed,Oct, 2016
"13295",FALSE,22,13,S4590,Si,L,17:15,60,12,Wed,Oct, 2016
"13296",FALSE,22,13,S4590,Si,L,19:45,95,24,Wed,Oct, 2016
"13297",FALSE,22,13,S4590,Si,L,20:00,108,22,Wed,Oct, 2016
"13298",FALSE,22,13,S4590,Si,L,21:15,53,14,Wed,Oct, 2016
"13299",FALSE,22,13,S4590,Si,L,20:15,88,21,Wed,Oct, 2016
"13300",FALSE,22,13,S4590,Si,L,20:30,92,23,Wed,Oct, 2016
"13301",FALSE,22,13,S4590,Si,L,20:45,69,14,Wed,Oct, 2016
"13302",FALSE,22,13,S4590,Si,L,19:15,91,20,Wed,Oct, 2016
"13303",FALSE,22,13,S4590,Si,L,19:30,79,17,Wed,Oct, 2016
"13304",FALSE,22,13,S4590,Si,L,21:00,83,20,Wed,Oct, 2016
"13305",FALSE,22,13,S4590,Si,L,21:45,55,10,Wed,Oct, 2016
"13306",FALSE,22,13,S4590,Si,L,22:00,36,8,Wed,Oct, 2016
"13307",FALSE,22,13,S4590,Si,L,22:15,48,9,Wed,Oct, 2016
"13308",FALSE,22,13,S4590,Si,L,22:30,27,4,Wed,Oct, 2016
"13309",FALSE,22,13,S4590,Si,L,22:45,20,2,Wed,Oct, 2016
"13310",FALSE,22,13,S4590,Si,L,23:15,30,4,Wed,Oct, 2016
"13311",FALSE,22,13,S4590,Si,L,23:00,23,4,Wed,Oct, 2016
"13312",FALSE,22,13,S4590,Si,L,21:30,50,11,Wed,Oct, 2016
"13313",FALSE,22,13,S4590,Si,L,23:30,20,3,Wed,Oct, 2016
"13314",FALSE,22,13,S4590,Si,L,23:45,20,4,Wed,Oct, 2016
"13337",FALSE,23,15,S4590,Si,L,07:30,20,4,Thu,Oct, 2016
"13343",FALSE,23,15,S4590,Si,L,07:00,36,3,Thu,Oct, 2016
"13344",FALSE,23,15,S4590,Si,L,07:15,20,4,Thu,Oct, 2016
"13345",FALSE,23,15,S4590,Si,L,07:45,20,4,Thu,Oct, 2016
"13346",FALSE,23,15,S4590,Si,L,08:00,20,2,Thu,Oct, 2016
"13347",FALSE,23,15,S4590,Si,L,08:30,20,4,Thu,Oct, 2016
"13348",FALSE,23,15,S4590,Si,L,08:45,25,4,Thu,Oct, 2016
"13349",FALSE,23,15,S4590,Si,L,09:00,35,5,Thu,Oct, 2016
"13350",FALSE,23,15,S4590,Si,L,09:15,24,3,Thu,Oct, 2016
"13351",FALSE,23,15,S4590,Si,L,09:45,40,5,Thu,Oct, 2016
"13352",FALSE,23,15,S4590,Si,L,10:00,27,6,Thu,Oct, 2016
"13353",FALSE,23,15,S4590,Si,L,10:15,20,3,Thu,Oct, 2016
"13354",FALSE,23,15,S4590,Si,L,10:30,60,8,Thu,Oct, 2016
"13355",FALSE,23,15,S4590,Si,L,09:30,20,4,Thu,Oct, 2016
"13356",FALSE,23,15,S4590,Si,L,11:15,62,8,Thu,Oct, 2016
"13357",FALSE,23,15,S4590,Si,L,11:30,64,13,Thu,Oct, 2016
"13358",FALSE,23,15,S4590,Si,L,11:45,32,5,Thu,Oct, 2016
"13359",FALSE,23,15,S4590,Si,L,12:00,24,4,Thu,Oct, 2016
"13360",FALSE,23,15,S4590,Si,L,12:15,51,10,Thu,Oct, 2016
"13361",FALSE,23,15,S4590,Si,L,12:30,38,8,Thu,Oct, 2016
"13362",FALSE,23,15,S4590,Si,L,13:45,96,21,Thu,Oct, 2016
"13363",FALSE,23,15,S4590,Si,L,12:45,49,9,Thu,Oct, 2016
"13364",FALSE,23,15,S4590,Si,L,13:00,40,9,Thu,Oct, 2016
"13365",FALSE,23,15,S4590,Si,L,13:15,38,9,Thu,Oct, 2016
"13366",FALSE,23,15,S4590,Si,L,13:30,56,12,Thu,Oct, 2016
"13367",FALSE,23,15,S4590,Si,L,11:00,65,12,Thu,Oct, 2016
"13368",FALSE,23,15,S4590,Si,L,14:45,55,16,Thu,Oct, 2016
"13369",FALSE,23,15,S4590,Si,L,16:00,53,15,Thu,Oct, 2016
"13370",FALSE,23,15,S4590,Si,L,15:00,50,11,Thu,Oct, 2016
"13371",FALSE,23,15,S4590,Si,L,15:15,36,6,Thu,Oct, 2016
"13372",FALSE,23,15,S4590,Si,L,15:30,51,11,Thu,Oct, 2016
"13373",FALSE,23,15,S4590,Si,L,15:45,63,13,Thu,Oct, 2016
"13374",FALSE,23,15,S4590,Si,L,14:00,113,25,Thu,Oct, 2016
"13375",FALSE,23,15,S4590,Si,L,14:15,95,24,Thu,Oct, 2016
"13376",FALSE,23,15,S4590,Si,L,14:30,88,21,Thu,Oct, 2016
"13377",FALSE,23,15,S4590,Si,L,16:15,60,11,Thu,Oct, 2016
"13378",FALSE,23,15,S4590,Si,L,16:30,30,8,Thu,Oct, 2016
"13379",FALSE,23,15,S4590,Si,L,16:45,53,12,Thu,Oct, 2016
"13380",FALSE,23,15,S4590,Si,L,17:00,72,14,Thu,Oct, 2016
"13381",FALSE,23,15,S4590,Si,L,17:15,49,11,Thu,Oct, 2016
"13382",FALSE,23,15,S4590,Si,L,17:30,81,18,Thu,Oct, 2016
"13383",FALSE,23,15,S4590,Si,L,17:45,83,19,Thu,Oct, 2016
"13384",FALSE,23,15,S4590,Si,L,18:30,82,19,Thu,Oct, 2016
"13385",FALSE,23,15,S4590,Si,L,18:45,79,19,Thu,Oct, 2016
"13386",FALSE,23,15,S4590,Si,L,19:00,100,22,Thu,Oct, 2016
"13387",FALSE,23,15,S4590,Si,L,18:00,101,22,Thu,Oct, 2016
"13388",FALSE,23,15,S4590,Si,L,18:15,89,23,Thu,Oct, 2016
"13389",FALSE,23,15,S4590,Si,L,19:15,96,25,Thu,Oct, 2016
"13390",FALSE,23,15,S4590,Si,L,19:30,88,23,Thu,Oct, 2016
"13391",FALSE,23,15,S4590,Si,L,19:45,97,25,Thu,Oct, 2016
"13392",FALSE,23,15,S4590,Si,L,20:00,79,19,Thu,Oct, 2016
"13393",FALSE,23,15,S4590,Si,L,21:30,36,8,Thu,Oct, 2016
"13394",FALSE,23,15,S4590,Si,L,20:15,95,23,Thu,Oct, 2016
"13395",FALSE,23,15,S4590,Si,L,20:30,66,18,Thu,Oct, 2016
"13396",FALSE,23,15,S4590,Si,L,20:45,65,15,Thu,Oct, 2016
"13397",FALSE,23,15,S4590,Si,L,21:00,58,14,Thu,Oct, 2016
"13398",FALSE,23,15,S4590,Si,L,21:15,52,11,Thu,Oct, 2016
"13399",FALSE,23,15,S4590,Si,L,21:45,39,10,Thu,Oct, 2016
"13400",FALSE,23,15,S4590,Si,L,22:00,24,4,Thu,Oct, 2016
"13401",FALSE,23,15,S4590,Si,L,22:15,30,3,Thu,Oct, 2016
"13402",FALSE,23,15,S4590,Si,L,22:30,26,4,Thu,Oct, 2016
"13403",FALSE,23,15,S4590,Si,L,22:45,24,5,Thu,Oct, 2016
"13404",FALSE,23,15,S4590,Si,L,23:00,20,1,Thu,Oct, 2016
"13405",FALSE,23,15,S4590,Si,L,23:15,20,1,Thu,Oct, 2016
"13406",FALSE,23,15,S4590,Si,L,23:30,20,2,Thu,Oct, 2016
"13407",FALSE,23,15,S4590,Si,L,23:45,20,2,Thu,Oct, 2016
"13433",FALSE,21,14,S4590,Si,V,07:00,30,6,Fri,Oct, 2016
"13434",FALSE,21,14,S4590,Si,V,07:15,20,4,Fri,Oct, 2016
"13435",FALSE,21,14,S4590,Si,V,07:30,20,3,Fri,Oct, 2016
"13436",FALSE,21,14,S4590,Si,V,07:45,20,4,Fri,Oct, 2016
"13437",FALSE,21,14,S4590,Si,V,08:30,20,4,Fri,Oct, 2016
"13438",FALSE,21,14,S4590,Si,V,08:45,23,4,Fri,Oct, 2016
"13439",FALSE,21,14,S4590,Si,V,09:00,23,4,Fri,Oct, 2016
"13440",FALSE,21,14,S4590,Si,V,09:15,20,4,Fri,Oct, 2016
"13441",FALSE,21,14,S4590,Si,V,09:30,40,6,Fri,Oct, 2016
"13442",FALSE,21,14,S4590,Si,V,09:45,23,6,Fri,Oct, 2016
"13443",FALSE,21,14,S4590,Si,V,10:00,23,2,Fri,Oct, 2016
"13444",FALSE,21,14,S4590,Si,V,10:15,38,5,Fri,Oct, 2016
"13445",FALSE,21,14,S4590,Si,V,10:30,37,4,Fri,Oct, 2016
"13446",FALSE,21,14,S4590,Si,V,10:45,31,5,Fri,Oct, 2016
"13447",FALSE,21,14,S4590,Si,V,11:00,26,5,Fri,Oct, 2016
"13448",FALSE,21,14,S4590,Si,V,11:15,34,7,Fri,Oct, 2016
"13449",FALSE,21,14,S4590,Si,V,11:30,24,4,Fri,Oct, 2016
"13450",FALSE,21,14,S4590,Si,V,11:45,38,6,Fri,Oct, 2016
"13451",FALSE,21,14,S4590,Si,V,12:00,41,8,Fri,Oct, 2016
"13452",FALSE,21,14,S4590,Si,V,12:15,43,9,Fri,Oct, 2016
"13453",FALSE,21,14,S4590,Si,V,12:30,49,8,Fri,Oct, 2016
"13454",FALSE,21,14,S4590,Si,V,12:45,47,9,Fri,Oct, 2016
"13455",FALSE,21,14,S4590,Si,V,13:00,60,13,Fri,Oct, 2016
"13456",FALSE,21,14,S4590,Si,V,13:15,147,32,Fri,Oct, 2016
"13457",FALSE,21,14,S4590,Si,V,13:30,47,14,Fri,Oct, 2016
"13458",FALSE,21,14,S4590,Si,V,13:45,79,19,Fri,Oct, 2016
"13459",FALSE,21,14,S4590,Si,V,14:00,440,34,Fri,Oct, 2016
"13460",FALSE,21,14,S4590,Si,V,14:15,78,29,Fri,Oct, 2016
"13461",FALSE,21,14,S4590,Si,V,14:30,104,23,Fri,Oct, 2016
"13462",FALSE,21,14,S4590,Si,V,14:45,113,29,Fri,Oct, 2016
"13463",FALSE,21,14,S4590,Si,V,15:00,135,29,Fri,Oct, 2016
"13464",FALSE,21,14,S4590,Si,V,15:15,158,38,Fri,Oct, 2016
"13465",FALSE,21,14,S4590,Si,V,15:30,107,28,Fri,Oct, 2016
"13466",FALSE,21,14,S4590,Si,V,15:45,80,21,Fri,Oct, 2016
"13467",FALSE,21,14,S4590,Si,V,16:00,93,21,Fri,Oct, 2016
"13468",FALSE,21,14,S4590,Si,V,16:15,60,17,Fri,Oct, 2016
"13469",FALSE,21,14,S4590,Si,V,16:30,87,17,Fri,Oct, 2016
"13470",FALSE,21,14,S4590,Si,V,16:45,79,21,Fri,Oct, 2016
"13471",FALSE,21,14,S4590,Si,V,17:00,325,48,Fri,Oct, 2016
"13472",FALSE,21,14,S4590,Si,V,17:15,49,20,Fri,Oct, 2016
"13473",FALSE,21,14,S4590,Si,V,17:30,55,11,Fri,Oct, 2016
"13474",FALSE,21,14,S4590,Si,V,17:45,36,9,Fri,Oct, 2016
"13475",FALSE,21,14,S4590,Si,V,18:00,32,9,Fri,Oct, 2016
"13476",FALSE,21,14,S4590,Si,V,18:15,42,6,Fri,Oct, 2016
"13477",FALSE,21,14,S4590,Si,V,18:30,41,7,Fri,Oct, 2016
"13478",FALSE,21,14,S4590,Si,V,18:45,35,6,Fri,Oct, 2016
"13479",FALSE,21,14,S4590,Si,V,19:00,43,7,Fri,Oct, 2016
"13480",FALSE,21,14,S4590,Si,V,19:15,47,6,Fri,Oct, 2016
"13481",FALSE,21,14,S4590,Si,V,19:30,22,2,Fri,Oct, 2016
"13482",FALSE,21,14,S4590,Si,V,19:45,20,3,Fri,Oct, 2016
"13483",FALSE,21,14,S4590,Si,V,20:00,23,3,Fri,Oct, 2016
"13484",FALSE,21,14,S4590,Si,V,20:15,20,1,Fri,Oct, 2016
"13485",FALSE,21,14,S4590,Si,V,20:30,25,4,Fri,Oct, 2016
"13486",FALSE,21,14,S4590,Si,V,20:45,35,4,Fri,Oct, 2016
"13487",FALSE,21,14,S4590,Si,V,21:00,40,6,Fri,Oct, 2016
"13488",FALSE,21,14,S4590,Si,V,21:15,20,3,Fri,Oct, 2016
