"","prec","tmax","tmin","id","lectivo","fest","hora","intensidad","carga","dia","mes","anio"
"24",FALSE,18,4,S4590,Si,F,07:00,33,9,Sun,May, 2016
"25",FALSE,18,4,S4590,Si,F,07:15,20,6,Sun,May, 2016
"26",FALSE,18,4,S4590,Si,F,10:30,20,4,Sun,May, 2016
"27",FALSE,18,4,S4590,Si,F,11:00,24,4,Sun,May, 2016
"28",FALSE,18,4,S4590,Si,F,11:15,20,4,Sun,May, 2016
"29",FALSE,18,4,S4590,Si,F,11:30,20,4,Sun,May, 2016
"30",FALSE,18,4,S4590,Si,F,11:45,20,3,Sun,May, 2016
"31",FALSE,18,4,S4590,Si,F,12:15,20,4,Sun,May, 2016
"32",FALSE,18,4,S4590,Si,F,14:00,20,4,Sun,May, 2016
"33",FALSE,18,4,S4590,Si,F,14:30,20,4,Sun,May, 2016
"34",FALSE,18,4,S4590,Si,F,14:45,20,4,Sun,May, 2016
"35",FALSE,18,4,S4590,Si,F,15:00,20,4,Sun,May, 2016
"36",FALSE,18,4,S4590,Si,F,18:15,20,3,Sun,May, 2016
"37",FALSE,18,4,S4590,Si,F,18:30,20,4,Sun,May, 2016
"38",FALSE,18,4,S4590,Si,F,16:30,20,4,Sun,May, 2016
"39",FALSE,18,4,S4590,Si,F,17:15,20,4,Sun,May, 2016
"40",FALSE,18,4,S4590,Si,F,17:30,20,2,Sun,May, 2016
"41",FALSE,18,4,S4590,Si,F,18:00,20,4,Sun,May, 2016
"42",FALSE,18,4,S4590,Si,F,19:30,20,4,Sun,May, 2016
"43",FALSE,18,4,S4590,Si,F,20:15,20,4,Sun,May, 2016
"44",FALSE,18,4,S4590,Si,F,20:45,20,4,Sun,May, 2016
"45",FALSE,18,4,S4590,Si,F,18:45,25,4,Sun,May, 2016
"46",FALSE,18,4,S4590,Si,F,19:00,24,5,Sun,May, 2016
"47",FALSE,18,4,S4590,Si,F,22:00,20,4,Sun,May, 2016
"48",FALSE,18,4,S4590,Si,F,21:45,20,4,Sun,May, 2016
"50",FALSE,23,4,S4590,Si,F,07:00,22,3,Mon,May, 2016
"51",FALSE,23,4,S4590,Si,F,07:15,20,3,Mon,May, 2016
"52",FALSE,23,4,S4590,Si,F,08:30,20,4,Mon,May, 2016
"53",FALSE,23,4,S4590,Si,F,10:30,20,4,Mon,May, 2016
"54",FALSE,23,4,S4590,Si,F,11:00,20,3,Mon,May, 2016
"55",FALSE,23,4,S4590,Si,F,20:30,20,3,Mon,May, 2016
"56",FALSE,23,4,S4590,Si,F,20:45,20,4,Mon,May, 2016
"57",FALSE,23,4,S4590,Si,F,11:30,20,4,Mon,May, 2016
"58",FALSE,23,4,S4590,Si,F,11:45,20,1,Mon,May, 2016
"59",FALSE,23,4,S4590,Si,F,12:00,20,3,Mon,May, 2016
"60",FALSE,23,4,S4590,Si,F,21:30,20,4,Mon,May, 2016
"61",FALSE,23,4,S4590,Si,F,22:15,20,4,Mon,May, 2016
"62",FALSE,23,4,S4590,Si,F,23:30,20,4,Mon,May, 2016
"88",FALSE,26,10,S4590,Si,L,08:30,20,4,Tue,May, 2016
"89",FALSE,26,10,S4590,Si,L,08:45,20,1,Tue,May, 2016
"90",FALSE,26,10,S4590,Si,L,09:00,20,3,Tue,May, 2016
"91",FALSE,26,10,S4590,Si,L,07:00,20,3,Tue,May, 2016
"92",FALSE,26,10,S4590,Si,L,07:15,26,3,Tue,May, 2016
"93",FALSE,26,10,S4590,Si,L,07:30,30,4,Tue,May, 2016
"94",FALSE,26,10,S4590,Si,L,10:15,26,8,Tue,May, 2016
"95",FALSE,26,10,S4590,Si,L,10:30,33,5,Tue,May, 2016
"96",FALSE,26,10,S4590,Si,L,10:45,36,7,Tue,May, 2016
"97",FALSE,26,10,S4590,Si,L,11:00,45,7,Tue,May, 2016
"98",FALSE,26,10,S4590,Si,L,09:15,28,2,Tue,May, 2016
"99",FALSE,26,10,S4590,Si,L,09:30,20,2,Tue,May, 2016
"100",FALSE,26,10,S4590,Si,L,09:45,24,3,Tue,May, 2016
"101",FALSE,26,10,S4590,Si,L,11:15,35,7,Tue,May, 2016
"102",FALSE,26,10,S4590,Si,L,10:00,46,9,Tue,May, 2016
"103",FALSE,26,10,S4590,Si,L,11:30,31,8,Tue,May, 2016
"104",FALSE,26,10,S4590,Si,L,11:45,39,7,Tue,May, 2016
"105",FALSE,26,10,S4590,Si,L,13:00,50,10,Tue,May, 2016
"106",FALSE,26,10,S4590,Si,L,12:00,45,10,Tue,May, 2016
"107",FALSE,26,10,S4590,Si,L,12:15,37,6,Tue,May, 2016
"108",FALSE,26,10,S4590,Si,L,12:30,37,9,Tue,May, 2016
"109",FALSE,26,10,S4590,Si,L,12:45,41,8,Tue,May, 2016
"110",FALSE,26,10,S4590,Si,L,13:15,37,9,Tue,May, 2016
"111",FALSE,26,10,S4590,Si,L,13:30,89,17,Tue,May, 2016
"112",FALSE,26,10,S4590,Si,L,13:45,67,18,Tue,May, 2016
"113",FALSE,26,10,S4590,Si,L,14:00,102,19,Tue,May, 2016
"114",FALSE,26,10,S4590,Si,L,16:00,36,7,Tue,May, 2016
"115",FALSE,26,10,S4590,Si,L,14:15,107,29,Tue,May, 2016
"116",FALSE,26,10,S4590,Si,L,14:30,53,16,Tue,May, 2016
"117",FALSE,26,10,S4590,Si,L,14:45,83,18,Tue,May, 2016
"118",FALSE,26,10,S4590,Si,L,15:00,50,14,Tue,May, 2016
"119",FALSE,26,10,S4590,Si,L,15:15,100,18,Tue,May, 2016
"120",FALSE,26,10,S4590,Si,L,15:30,38,13,Tue,May, 2016
"121",FALSE,26,10,S4590,Si,L,16:15,68,14,Tue,May, 2016
"122",FALSE,26,10,S4590,Si,L,15:45,54,10,Tue,May, 2016
"123",FALSE,26,10,S4590,Si,L,17:45,77,19,Tue,May, 2016
"124",FALSE,26,10,S4590,Si,L,18:00,82,20,Tue,May, 2016
"125",FALSE,26,10,S4590,Si,L,16:30,83,19,Tue,May, 2016
"126",FALSE,26,10,S4590,Si,L,16:45,58,15,Tue,May, 2016
"127",FALSE,26,10,S4590,Si,L,17:00,80,16,Tue,May, 2016
"128",FALSE,26,10,S4590,Si,L,17:15,82,19,Tue,May, 2016
"129",FALSE,26,10,S4590,Si,L,18:15,108,21,Tue,May, 2016
"130",FALSE,26,10,S4590,Si,L,17:30,61,19,Tue,May, 2016
"131",FALSE,26,10,S4590,Si,L,18:30,82,21,Tue,May, 2016
"132",FALSE,26,10,S4590,Si,L,18:45,93,23,Tue,May, 2016
"133",FALSE,26,10,S4590,Si,L,19:00,104,25,Tue,May, 2016
"134",FALSE,26,10,S4590,Si,L,19:15,117,23,Tue,May, 2016
"135",FALSE,26,10,S4590,Si,L,19:30,110,29,Tue,May, 2016
"136",FALSE,26,10,S4590,Si,L,19:45,107,24,Tue,May, 2016
"137",FALSE,26,10,S4590,Si,L,20:15,110,28,Tue,May, 2016
"138",FALSE,26,10,S4590,Si,L,20:30,98,27,Tue,May, 2016
"139",FALSE,26,10,S4590,Si,L,20:45,103,27,Tue,May, 2016
"140",FALSE,26,10,S4590,Si,L,21:00,56,12,Tue,May, 2016
"141",FALSE,26,10,S4590,Si,L,21:15,63,17,Tue,May, 2016
"142",FALSE,26,10,S4590,Si,L,21:30,64,13,Tue,May, 2016
"143",FALSE,26,10,S4590,Si,L,21:45,36,6,Tue,May, 2016
"144",FALSE,26,10,S4590,Si,L,22:00,44,10,Tue,May, 2016
"145",FALSE,26,10,S4590,Si,L,22:15,33,4,Tue,May, 2016
"146",FALSE,26,10,S4590,Si,L,22:30,26,5,Tue,May, 2016
"147",FALSE,26,10,S4590,Si,L,22:45,24,4,Tue,May, 2016
"148",FALSE,26,10,S4590,Si,L,23:00,30,5,Tue,May, 2016
"149",FALSE,26,10,S4590,Si,L,23:15,23,4,Tue,May, 2016
"150",FALSE,26,10,S4590,Si,L,23:30,20,3,Tue,May, 2016
"151",FALSE,26,10,S4590,Si,L,23:45,25,4,Tue,May, 2016
"152",FALSE,26,10,S4590,Si,L,20:00,170,38,Tue,May, 2016
"153",FALSE,27,13,S4590,Si,L,13:30,67,15,Wed,May, 2016
"154",FALSE,27,13,S4590,Si,L,13:45,58,12,Wed,May, 2016
"155",FALSE,27,13,S4590,Si,L,14:00,92,19,Wed,May, 2016
"156",FALSE,27,13,S4590,Si,L,14:15,119,28,Wed,May, 2016
"157",FALSE,27,13,S4590,Si,L,14:30,87,23,Wed,May, 2016
"158",FALSE,27,13,S4590,Si,L,14:45,46,14,Wed,May, 2016
"159",FALSE,27,13,S4590,Si,L,15:00,44,7,Wed,May, 2016
"160",FALSE,27,13,S4590,Si,L,15:15,68,16,Wed,May, 2016
"161",FALSE,27,13,S4590,Si,L,15:30,66,12,Wed,May, 2016
"162",FALSE,27,13,S4590,Si,L,15:45,57,16,Wed,May, 2016
"163",FALSE,27,13,S4590,Si,L,16:15,63,16,Wed,May, 2016
"164",FALSE,27,13,S4590,Si,L,16:00,82,17,Wed,May, 2016
"165",FALSE,27,13,S4590,Si,L,16:30,73,16,Wed,May, 2016
"166",FALSE,27,13,S4590,Si,L,16:45,55,16,Wed,May, 2016
"167",FALSE,27,13,S4590,Si,L,17:00,53,9,Wed,May, 2016
"168",FALSE,27,13,S4590,Si,L,17:15,67,11,Wed,May, 2016
"169",FALSE,27,13,S4590,Si,L,17:30,73,21,Wed,May, 2016
"170",FALSE,27,13,S4590,Si,L,17:45,104,21,Wed,May, 2016
"171",FALSE,27,13,S4590,Si,L,18:00,81,21,Wed,May, 2016
"172",FALSE,27,13,S4590,Si,L,18:15,87,18,Wed,May, 2016
"173",FALSE,27,13,S4590,Si,L,18:30,136,33,Wed,May, 2016
"174",FALSE,27,13,S4590,Si,L,18:45,120,27,Wed,May, 2016
"175",FALSE,27,13,S4590,Si,L,19:15,72,19,Wed,May, 2016
"176",FALSE,27,13,S4590,Si,L,19:30,116,26,Wed,May, 2016
"177",FALSE,27,13,S4590,Si,L,19:00,101,27,Wed,May, 2016
"178",FALSE,27,13,S4590,Si,L,19:45,145,30,Wed,May, 2016
"179",FALSE,27,13,S4590,Si,L,20:00,131,35,Wed,May, 2016
"180",FALSE,27,13,S4590,Si,L,20:45,104,25,Wed,May, 2016
"181",FALSE,27,13,S4590,Si,L,20:15,67,21,Wed,May, 2016
"182",FALSE,27,13,S4590,Si,L,20:30,97,20,Wed,May, 2016
"183",FALSE,27,13,S4590,Si,L,21:30,44,9,Wed,May, 2016
"184",FALSE,27,13,S4590,Si,L,21:45,30,5,Wed,May, 2016
"185",FALSE,27,13,S4590,Si,L,22:00,40,7,Wed,May, 2016
"186",FALSE,27,13,S4590,Si,L,22:15,20,4,Wed,May, 2016
"187",FALSE,27,13,S4590,Si,L,21:00,75,20,Wed,May, 2016
"188",FALSE,27,13,S4590,Si,L,21:15,53,11,Wed,May, 2016
"189",FALSE,27,13,S4590,Si,L,23:15,20,3,Wed,May, 2016
"190",FALSE,27,13,S4590,Si,L,22:30,30,4,Wed,May, 2016
"191",FALSE,27,13,S4590,Si,L,22:45,23,3,Wed,May, 2016
"192",FALSE,27,13,S4590,Si,L,23:00,28,4,Wed,May, 2016
"193",FALSE,27,13,S4590,Si,L,23:30,26,2,Wed,May, 2016
"194",FALSE,27,13,S4590,Si,L,23:45,29,2,Wed,May, 2016
"219",FALSE,27,13,S4590,Si,L,07:00,24,4,Wed,May, 2016
"220",FALSE,27,13,S4590,Si,L,07:15,27,4,Wed,May, 2016
"221",FALSE,27,13,S4590,Si,L,07:30,23,4,Wed,May, 2016
"222",FALSE,27,13,S4590,Si,L,08:00,15,4,Wed,May, 2016
"224",FALSE,27,13,S4590,Si,L,08:15,20,4,Wed,May, 2016
"226",FALSE,27,13,S4590,Si,L,09:30,40,6,Wed,May, 2016
"227",FALSE,27,13,S4590,Si,L,09:45,24,5,Wed,May, 2016
"228",FALSE,27,13,S4590,Si,L,10:00,39,5,Wed,May, 2016
"229",FALSE,27,13,S4590,Si,L,10:15,35,9,Wed,May, 2016
"230",FALSE,27,13,S4590,Si,L,10:30,30,6,Wed,May, 2016
"231",FALSE,27,13,S4590,Si,L,10:45,52,11,Wed,May, 2016
"232",FALSE,27,13,S4590,Si,L,11:00,25,4,Wed,May, 2016
"233",FALSE,27,13,S4590,Si,L,11:15,37,6,Wed,May, 2016
"234",FALSE,27,13,S4590,Si,L,11:30,44,8,Wed,May, 2016
"235",FALSE,27,13,S4590,Si,L,11:45,36,5,Wed,May, 2016
"236",FALSE,27,13,S4590,Si,L,08:30,23,3,Wed,May, 2016
"237",FALSE,27,13,S4590,Si,L,08:45,20,4,Wed,May, 2016
"238",FALSE,27,13,S4590,Si,L,09:00,20,4,Wed,May, 2016
"239",FALSE,27,13,S4590,Si,L,09:15,37,8,Wed,May, 2016
"240",FALSE,27,13,S4590,Si,L,12:00,58,10,Wed,May, 2016
"241",FALSE,27,13,S4590,Si,L,12:15,32,11,Wed,May, 2016
"242",FALSE,27,13,S4590,Si,L,12:30,20,2,Wed,May, 2016
"243",FALSE,27,13,S4590,Si,L,12:45,34,6,Wed,May, 2016
"244",FALSE,27,13,S4590,Si,L,13:00,40,9,Wed,May, 2016
"245",FALSE,27,13,S4590,Si,L,13:15,62,11,Wed,May, 2016
"270",TRUE,20,14,S4590,Si,L,07:00,20,3,Thu,May, 2016
"271",TRUE,20,14,S4590,Si,L,07:15,26,3,Thu,May, 2016
"272",TRUE,20,14,S4590,Si,L,08:30,20,4,Thu,May, 2016
"273",TRUE,20,14,S4590,Si,L,07:30,20,4,Thu,May, 2016
"274",TRUE,20,14,S4590,Si,L,09:15,20,2,Thu,May, 2016
"275",TRUE,20,14,S4590,Si,L,08:45,24,4,Thu,May, 2016
"276",TRUE,20,14,S4590,Si,L,09:00,20,1,Thu,May, 2016
"277",TRUE,20,14,S4590,Si,L,10:00,44,7,Thu,May, 2016
"278",TRUE,20,14,S4590,Si,L,10:15,43,10,Thu,May, 2016
"279",TRUE,20,14,S4590,Si,L,10:30,31,6,Thu,May, 2016
"280",TRUE,20,14,S4590,Si,L,09:30,30,4,Thu,May, 2016
"281",TRUE,20,14,S4590,Si,L,11:00,30,3,Thu,May, 2016
"282",TRUE,20,14,S4590,Si,L,11:15,43,8,Thu,May, 2016
"283",TRUE,20,14,S4590,Si,L,10:45,27,2,Thu,May, 2016
"284",TRUE,20,14,S4590,Si,L,11:45,62,13,Thu,May, 2016
"285",TRUE,20,14,S4590,Si,L,12:00,47,9,Thu,May, 2016
"286",TRUE,20,14,S4590,Si,L,11:30,50,10,Thu,May, 2016
"287",TRUE,20,14,S4590,Si,L,12:15,37,5,Thu,May, 2016
"288",TRUE,20,14,S4590,Si,L,12:30,33,7,Thu,May, 2016
"289",TRUE,20,14,S4590,Si,L,13:15,37,6,Thu,May, 2016
"290",TRUE,20,14,S4590,Si,L,13:30,52,14,Thu,May, 2016
"291",TRUE,20,14,S4590,Si,L,12:45,35,6,Thu,May, 2016
"292",TRUE,20,14,S4590,Si,L,13:00,47,10,Thu,May, 2016
"293",TRUE,20,14,S4590,Si,L,14:15,80,20,Thu,May, 2016
"294",TRUE,20,14,S4590,Si,L,14:30,79,20,Thu,May, 2016
"295",TRUE,20,14,S4590,Si,L,14:45,62,16,Thu,May, 2016
"296",TRUE,20,14,S4590,Si,L,15:00,91,21,Thu,May, 2016
"297",TRUE,20,14,S4590,Si,L,15:15,80,19,Thu,May, 2016
"298",TRUE,20,14,S4590,Si,L,13:45,96,19,Thu,May, 2016
"299",TRUE,20,14,S4590,Si,L,14:00,78,21,Thu,May, 2016
"300",TRUE,20,14,S4590,Si,L,16:00,53,14,Thu,May, 2016
"301",TRUE,20,14,S4590,Si,L,16:15,53,11,Thu,May, 2016
"302",TRUE,20,14,S4590,Si,L,16:30,56,13,Thu,May, 2016
"303",TRUE,20,14,S4590,Si,L,16:45,46,10,Thu,May, 2016
"304",TRUE,20,14,S4590,Si,L,17:00,47,9,Thu,May, 2016
"305",TRUE,20,14,S4590,Si,L,17:15,65,16,Thu,May, 2016
"306",TRUE,20,14,S4590,Si,L,17:30,78,16,Thu,May, 2016
"307",TRUE,20,14,S4590,Si,L,17:45,75,22,Thu,May, 2016
"308",TRUE,20,14,S4590,Si,L,18:00,83,19,Thu,May, 2016
"309",TRUE,20,14,S4590,Si,L,15:30,47,14,Thu,May, 2016
"310",TRUE,20,14,S4590,Si,L,15:45,79,15,Thu,May, 2016
"311",TRUE,20,14,S4590,Si,L,18:15,122,27,Thu,May, 2016
"312",TRUE,20,14,S4590,Si,L,18:30,100,24,Thu,May, 2016
"313",TRUE,20,14,S4590,Si,L,21:30,44,12,Thu,May, 2016
"314",TRUE,20,14,S4590,Si,L,18:45,133,28,Thu,May, 2016
"315",TRUE,20,14,S4590,Si,L,19:00,111,29,Thu,May, 2016
"316",TRUE,20,14,S4590,Si,L,21:15,64,17,Thu,May, 2016
"317",TRUE,20,14,S4590,Si,L,19:15,93,22,Thu,May, 2016
"318",TRUE,20,14,S4590,Si,L,19:30,100,26,Thu,May, 2016
"319",TRUE,20,14,S4590,Si,L,19:45,109,26,Thu,May, 2016
"320",TRUE,20,14,S4590,Si,L,20:00,118,28,Thu,May, 2016
"321",TRUE,20,14,S4590,Si,L,20:15,99,23,Thu,May, 2016
"322",TRUE,20,14,S4590,Si,L,20:30,86,23,Thu,May, 2016
"323",TRUE,20,14,S4590,Si,L,20:45,111,24,Thu,May, 2016
"324",TRUE,20,14,S4590,Si,L,21:00,83,20,Thu,May, 2016
"325",TRUE,20,14,S4590,Si,L,21:45,49,7,Thu,May, 2016
"326",TRUE,20,14,S4590,Si,L,22:00,39,9,Thu,May, 2016
"327",TRUE,20,14,S4590,Si,L,22:15,35,7,Thu,May, 2016
"328",TRUE,20,14,S4590,Si,L,22:30,23,4,Thu,May, 2016
"329",TRUE,20,14,S4590,Si,L,22:45,40,4,Thu,May, 2016
"330",TRUE,20,14,S4590,Si,L,23:00,35,5,Thu,May, 2016
"331",TRUE,20,14,S4590,Si,L,23:15,25,5,Thu,May, 2016
"332",TRUE,20,14,S4590,Si,L,23:30,20,3,Thu,May, 2016
"333",TRUE,20,14,S4590,Si,L,23:45,20,4,Thu,May, 2016
"334",TRUE,16,10,S4590,Si,V,13:45,73,20,Fri,May, 2016
"335",TRUE,16,10,S4590,Si,V,14:00,78,16,Fri,May, 2016
"336",TRUE,16,10,S4590,Si,V,14:15,156,34,Fri,May, 2016
"337",TRUE,16,10,S4590,Si,V,14:30,117,32,Fri,May, 2016
"338",TRUE,16,10,S4590,Si,V,14:45,132,30,Fri,May, 2016
"339",TRUE,16,10,S4590,Si,V,15:30,120,29,Fri,May, 2016
"340",TRUE,16,10,S4590,Si,V,15:15,154,34,Fri,May, 2016
"341",TRUE,16,10,S4590,Si,V,15:00,98,26,Fri,May, 2016
"342",TRUE,16,10,S4590,Si,V,15:45,65,21,Fri,May, 2016
"343",TRUE,16,10,S4590,Si,V,16:00,79,16,Fri,May, 2016
"344",TRUE,16,10,S4590,Si,V,16:15,115,28,Fri,May, 2016
"345",TRUE,16,10,S4590,Si,V,16:30,103,22,Fri,May, 2016
"346",TRUE,16,10,S4590,Si,V,16:45,71,19,Fri,May, 2016
"347",TRUE,16,10,S4590,Si,V,17:00,90,19,Fri,May, 2016
"348",TRUE,16,10,S4590,Si,V,17:15,73,18,Fri,May, 2016
"349",TRUE,16,10,S4590,Si,V,17:30,61,16,Fri,May, 2016
"350",TRUE,16,10,S4590,Si,V,17:45,64,12,Fri,May, 2016
"351",TRUE,16,10,S4590,Si,V,18:00,66,12,Fri,May, 2016
"352",TRUE,16,10,S4590,Si,V,18:15,56,15,Fri,May, 2016
"353",TRUE,16,10,S4590,Si,V,18:45,45,10,Fri,May, 2016
"354",TRUE,16,10,S4590,Si,V,18:30,55,15,Fri,May, 2016
"355",TRUE,16,10,S4590,Si,V,19:15,36,6,Fri,May, 2016
"356",TRUE,16,10,S4590,Si,V,19:00,44,8,Fri,May, 2016
"357",TRUE,16,10,S4590,Si,V,19:30,27,7,Fri,May, 2016
"358",TRUE,16,10,S4590,Si,V,19:45,24,3,Fri,May, 2016
"359",TRUE,16,10,S4590,Si,V,20:00,37,4,Fri,May, 2016
"360",TRUE,16,10,S4590,Si,V,20:45,42,8,Fri,May, 2016
"361",TRUE,16,10,S4590,Si,V,21:00,28,2,Fri,May, 2016
"362",TRUE,16,10,S4590,Si,V,20:15,23,5,Fri,May, 2016
"363",TRUE,16,10,S4590,Si,V,20:30,41,7,Fri,May, 2016
"364",TRUE,16,10,S4590,Si,V,21:45,20,4,Fri,May, 2016
"365",TRUE,16,10,S4590,Si,V,22:00,23,3,Fri,May, 2016
"366",TRUE,16,10,S4590,Si,V,21:15,20,3,Fri,May, 2016
"367",TRUE,16,10,S4590,Si,V,21:30,20,4,Fri,May, 2016
"368",TRUE,16,10,S4590,Si,V,22:30,40,9,Fri,May, 2016
"369",TRUE,16,10,S4590,Si,V,23:00,20,4,Fri,May, 2016
"370",TRUE,16,10,S4590,Si,V,22:15,20,2,Fri,May, 2016
"371",TRUE,16,10,S4590,Si,V,23:45,20,4,Fri,May, 2016
"399",TRUE,16,10,S4590,Si,V,07:00,20,2,Fri,May, 2016
"400",TRUE,16,10,S4590,Si,V,07:15,24,3,Fri,May, 2016
"401",TRUE,16,10,S4590,Si,V,07:30,20,2,Fri,May, 2016
"402",TRUE,16,10,S4590,Si,V,07:45,40,9,Fri,May, 2016
"403",TRUE,16,10,S4590,Si,V,08:00,20,1,Fri,May, 2016
"404",TRUE,16,10,S4590,Si,V,08:15,20,4,Fri,May, 2016
"405",TRUE,16,10,S4590,Si,V,08:45,20,4,Fri,May, 2016
"406",TRUE,16,10,S4590,Si,V,09:00,24,2,Fri,May, 2016
"407",TRUE,16,10,S4590,Si,V,09:15,32,4,Fri,May, 2016
"408",TRUE,16,10,S4590,Si,V,12:00,20,2,Fri,May, 2016
"409",TRUE,16,10,S4590,Si,V,09:30,23,4,Fri,May, 2016
"410",TRUE,16,10,S4590,Si,V,09:45,38,7,Fri,May, 2016
"411",TRUE,16,10,S4590,Si,V,10:00,44,7,Fri,May, 2016
"412",TRUE,16,10,S4590,Si,V,10:15,46,6,Fri,May, 2016
"413",TRUE,16,10,S4590,Si,V,10:30,33,8,Fri,May, 2016
"414",TRUE,16,10,S4590,Si,V,10:45,27,2,Fri,May, 2016
"415",TRUE,16,10,S4590,Si,V,11:00,37,5,Fri,May, 2016
"416",TRUE,16,10,S4590,Si,V,11:15,27,7,Fri,May, 2016
"417",TRUE,16,10,S4590,Si,V,11:30,48,7,Fri,May, 2016
"418",TRUE,16,10,S4590,Si,V,11:45,32,10,Fri,May, 2016
"419",TRUE,16,10,S4590,Si,V,12:15,26,2,Fri,May, 2016
"420",TRUE,16,10,S4590,Si,V,12:30,45,10,Fri,May, 2016
"421",TRUE,16,10,S4590,Si,V,12:45,47,11,Fri,May, 2016
"422",TRUE,16,10,S4590,Si,V,13:00,32,7,Fri,May, 2016
"423",TRUE,16,10,S4590,Si,V,13:15,45,10,Fri,May, 2016
"424",TRUE,16,10,S4590,Si,V,13:30,69,13,Fri,May, 2016
"452",TRUE,16,10,S4590,Si,F,07:00,20,4,Sat,May, 2016
"453",TRUE,16,10,S4590,Si,F,07:15,23,3,Sat,May, 2016
"454",TRUE,16,10,S4590,Si,F,09:15,20,4,Sat,May, 2016
"455",TRUE,16,10,S4590,Si,F,09:30,20,4,Sat,May, 2016
"456",TRUE,16,10,S4590,Si,F,09:45,20,4,Sat,May, 2016
"457",TRUE,16,10,S4590,Si,F,11:15,23,3,Sat,May, 2016
"458",TRUE,16,10,S4590,Si,F,11:30,20,5,Sat,May, 2016
"459",TRUE,16,10,S4590,Si,F,11:45,20,4,Sat,May, 2016
"460",TRUE,16,10,S4590,Si,F,12:00,20,3,Sat,May, 2016
"461",TRUE,16,10,S4590,Si,F,12:15,32,3,Sat,May, 2016
"462",TRUE,16,10,S4590,Si,F,10:15,20,4,Sat,May, 2016
"463",TRUE,16,10,S4590,Si,F,10:30,20,4,Sat,May, 2016
"464",TRUE,16,10,S4590,Si,F,11:00,20,4,Sat,May, 2016
"465",TRUE,16,10,S4590,Si,F,13:00,20,3,Sat,May, 2016
"466",TRUE,16,10,S4590,Si,F,13:15,20,2,Sat,May, 2016
"467",TRUE,16,10,S4590,Si,F,13:30,20,4,Sat,May, 2016
"468",TRUE,16,10,S4590,Si,F,14:00,30,5,Sat,May, 2016
"469",TRUE,16,10,S4590,Si,F,14:30,20,4,Sat,May, 2016
"470",TRUE,16,10,S4590,Si,F,14:45,30,3,Sat,May, 2016
"471",TRUE,16,10,S4590,Si,F,15:00,20,4,Sat,May, 2016
"472",TRUE,16,10,S4590,Si,F,15:15,20,4,Sat,May, 2016
"473",TRUE,16,10,S4590,Si,F,15:30,20,2,Sat,May, 2016
"474",TRUE,16,10,S4590,Si,F,16:00,20,4,Sat,May, 2016
"475",TRUE,16,10,S4590,Si,F,17:45,20,4,Sat,May, 2016
"476",TRUE,16,10,S4590,Si,F,18:00,23,3,Sat,May, 2016
"477",TRUE,16,10,S4590,Si,F,18:15,24,3,Sat,May, 2016
"478",TRUE,16,10,S4590,Si,F,16:15,20,4,Sat,May, 2016
"479",TRUE,16,10,S4590,Si,F,18:30,20,4,Sat,May, 2016
"480",TRUE,16,10,S4590,Si,F,16:30,20,13,Sat,May, 2016
"481",TRUE,16,10,S4590,Si,F,16:45,13,28,Sat,May, 2016
"482",TRUE,16,10,S4590,Si,F,17:00,12,28,Sat,May, 2016
"483",TRUE,16,10,S4590,Si,F,20:15,26,3,Sat,May, 2016
"484",TRUE,16,10,S4590,Si,F,20:45,20,4,Sat,May, 2016
"485",TRUE,16,10,S4590,Si,F,19:00,24,4,Sat,May, 2016
"486",TRUE,16,10,S4590,Si,F,19:15,20,3,Sat,May, 2016
"487",TRUE,16,10,S4590,Si,F,19:30,20,2,Sat,May, 2016
"488",TRUE,16,10,S4590,Si,F,20:00,20,4,Sat,May, 2016
"489",TRUE,16,10,S4590,Si,F,23:15,20,4,Sat,May, 2016
"490",TRUE,16,10,S4590,Si,F,23:45,40,9,Sat,May, 2016
"491",TRUE,12,9,S4590,Si,F,17:30,20,4,Sun,May, 2016
"492",TRUE,12,9,S4590,Si,F,18:45,20,4,Sun,May, 2016
"493",TRUE,12,9,S4590,Si,F,19:00,20,3,Sun,May, 2016
"494",TRUE,12,9,S4590,Si,F,19:15,20,1,Sun,May, 2016
"495",TRUE,12,9,S4590,Si,F,19:30,20,4,Sun,May, 2016
"496",TRUE,12,9,S4590,Si,F,19:45,24,3,Sun,May, 2016
"497",TRUE,12,9,S4590,Si,F,20:00,24,3,Sun,May, 2016
"498",TRUE,12,9,S4590,Si,F,20:30,20,4,Sun,May, 2016
"499",TRUE,12,9,S4590,Si,F,22:30,20,4,Sun,May, 2016
"500",TRUE,12,9,S4590,Si,F,22:00,20,4,Sun,May, 2016
"522",TRUE,12,9,S4590,Si,F,07:15,20,4,Sun,May, 2016
"523",TRUE,12,9,S4590,Si,F,07:30,20,4,Sun,May, 2016
"528",TRUE,12,9,S4590,Si,F,07:00,28,5,Sun,May, 2016
"529",TRUE,12,9,S4590,Si,F,09:45,20,4,Sun,May, 2016
"530",TRUE,12,9,S4590,Si,F,10:15,20,4,Sun,May, 2016
"531",TRUE,12,9,S4590,Si,F,10:30,20,4,Sun,May, 2016
"532",TRUE,12,9,S4590,Si,F,10:45,20,1,Sun,May, 2016
"533",TRUE,12,9,S4590,Si,F,11:00,20,3,Sun,May, 2016
"534",TRUE,12,9,S4590,Si,F,11:15,20,2,Sun,May, 2016
"535",TRUE,12,9,S4590,Si,F,08:45,20,4,Sun,May, 2016
