@relation '4590TestLast-weka.filters.unsupervised.attribute.Remove-R1,5,9,11-13'

@attribute prec {FALSE,TRUE}
@attribute tmax numeric
@attribute tmin numeric
@attribute lectivo {Si}
@attribute fest {V,F,L}
@attribute hora {07:00,09:30,09:45,10:15,12:00,12:45,13:00,13:45,14:15,14:30,15:00,16:30,17:15,18:00,18:15,19:15,20:15,20:30,21:00,21:15,21:30,22:15,23:30,08:30,08:45,09:00,10:00,11:45,13:15,13:30,14:00,14:45,15:15,15:30,15:45,16:15,16:45,17:00,17:30,19:30,19:45,20:45,22:45,23:45,07:15,08:00,08:15,09:15,10:30,10:45,11:00,11:15,11:30,12:15,12:30,16:00,17:45,18:30,18:45,19:00,20:00,21:45,22:00,22:30,23:15,23:00,07:30,07:45}
@attribute carga numeric

@data
FALSE,33,18,Si,V,13:00,4
FALSE,33,18,Si,V,13:15,10
FALSE,33,18,Si,V,13:30,7
FALSE,33,18,Si,V,13:45,6
FALSE,33,18,Si,V,14:00,11
FALSE,33,18,Si,V,14:15,10
FALSE,33,18,Si,V,14:30,13
FALSE,33,18,Si,V,14:45,13
FALSE,33,18,Si,V,15:00,14
FALSE,33,18,Si,V,15:15,16
FALSE,33,18,Si,V,15:30,14
FALSE,33,18,Si,V,15:45,5
FALSE,33,18,Si,V,16:00,12
FALSE,33,18,Si,V,16:15,10
FALSE,33,18,Si,V,16:30,8
FALSE,33,18,Si,V,16:45,9
FALSE,33,18,Si,V,17:00,6
FALSE,33,18,Si,V,17:15,7
FALSE,33,18,Si,V,17:30,6
FALSE,33,18,Si,V,17:45,4
FALSE,33,18,Si,V,18:00,5
FALSE,33,18,Si,V,18:15,4
FALSE,33,18,Si,V,18:30,4
FALSE,33,18,Si,V,18:45,3
FALSE,33,18,Si,V,19:00,4
FALSE,33,18,Si,V,19:15,3
FALSE,33,18,Si,V,19:30,3
FALSE,33,18,Si,V,19:45,2
FALSE,33,18,Si,V,20:00,3
FALSE,33,18,Si,V,20:15,3
FALSE,33,18,Si,V,20:30,3
FALSE,33,18,Si,V,20:45,4
FALSE,33,18,Si,V,21:00,3
FALSE,33,18,Si,V,21:15,3
FALSE,33,18,Si,V,21:30,0
FALSE,33,18,Si,V,22:30,3
FALSE,33,18,Si,V,22:45,2
FALSE,33,18,Si,V,23:15,3
FALSE,33,18,Si,V,23:30,2
FALSE,33,18,Si,V,23:45,2
FALSE,33,19,Si,F,07:00,2
FALSE,33,19,Si,F,07:15,2
FALSE,33,19,Si,F,07:30,3
FALSE,33,19,Si,F,09:30,2
FALSE,33,19,Si,F,09:45,4
FALSE,33,19,Si,F,10:00,2
FALSE,33,19,Si,F,10:30,2
FALSE,33,19,Si,F,11:15,2
FALSE,33,19,Si,F,11:30,3
FALSE,33,19,Si,F,12:00,3
FALSE,33,19,Si,F,12:45,2
FALSE,33,19,Si,F,13:15,2
FALSE,33,19,Si,F,13:45,3
FALSE,33,19,Si,F,14:00,4
FALSE,33,19,Si,F,14:15,3
FALSE,33,19,Si,F,14:45,8
FALSE,33,19,Si,F,15:00,3
FALSE,33,19,Si,F,15:15,3
FALSE,33,19,Si,F,15:30,2
FALSE,33,19,Si,F,15:45,2
FALSE,33,19,Si,F,16:00,4
FALSE,33,19,Si,F,16:15,0
FALSE,33,19,Si,F,17:15,3
FALSE,33,19,Si,F,18:00,2
FALSE,33,19,Si,F,18:30,3
FALSE,33,19,Si,F,18:45,0
FALSE,33,19,Si,F,19:00,3
FALSE,33,19,Si,F,20:00,3
FALSE,33,19,Si,F,20:15,3
FALSE,33,19,Si,F,20:30,3
FALSE,33,19,Si,F,20:45,0
FALSE,33,19,Si,F,21:00,2
FALSE,33,19,Si,F,21:15,3
FALSE,33,19,Si,F,21:30,3
FALSE,33,19,Si,F,22:00,2
FALSE,33,19,Si,F,22:30,2
FALSE,33,19,Si,F,23:45,2
FALSE,27,19,Si,F,07:15,2
FALSE,27,19,Si,F,07:30,2
FALSE,27,19,Si,F,09:15,6
FALSE,27,19,Si,F,09:30,2
FALSE,27,19,Si,F,10:00,2
FALSE,27,19,Si,F,10:30,2
FALSE,27,19,Si,F,10:45,2
FALSE,27,19,Si,F,13:00,2
FALSE,27,19,Si,F,13:15,2
FALSE,27,19,Si,F,14:30,2
FALSE,27,19,Si,F,15:45,2
FALSE,27,19,Si,F,16:00,2
FALSE,27,19,Si,F,16:15,4
FALSE,27,19,Si,F,16:30,3
FALSE,27,19,Si,F,17:00,2
FALSE,27,19,Si,F,17:15,3
FALSE,27,19,Si,F,17:30,2
FALSE,27,19,Si,F,17:45,3
FALSE,27,19,Si,F,18:00,3
FALSE,27,19,Si,F,18:15,0
FALSE,27,19,Si,F,18:45,2
FALSE,27,19,Si,F,19:15,3
FALSE,27,19,Si,F,19:30,2
FALSE,27,19,Si,F,19:45,2
FALSE,27,19,Si,F,20:45,3
FALSE,27,19,Si,F,21:00,0
FALSE,27,19,Si,F,21:30,3
FALSE,27,19,Si,F,22:00,3
FALSE,27,19,Si,F,22:15,2
FALSE,27,19,Si,F,23:00,2
FALSE,27,19,Si,F,23:30,2
FALSE,26,18,Si,L,07:15,3
FALSE,26,18,Si,L,07:45,2
FALSE,26,18,Si,L,08:15,8
FALSE,26,18,Si,L,08:30,2
FALSE,26,18,Si,L,08:45,2
FALSE,26,18,Si,L,09:00,6
FALSE,26,18,Si,L,09:15,3
FALSE,26,18,Si,L,09:30,3
FALSE,26,18,Si,L,09:45,4
FALSE,26,18,Si,L,10:00,4
FALSE,26,18,Si,L,10:15,4
FALSE,26,18,Si,L,10:30,3
FALSE,26,18,Si,L,10:45,3
FALSE,26,18,Si,L,11:00,3
FALSE,26,18,Si,L,11:15,5
FALSE,26,18,Si,L,11:30,7
FALSE,26,18,Si,L,11:45,4
FALSE,26,18,Si,L,12:00,6
FALSE,26,18,Si,L,12:15,5
FALSE,26,18,Si,L,12:30,4
FALSE,26,18,Si,L,12:45,7
FALSE,26,18,Si,L,13:00,4
FALSE,26,18,Si,L,13:15,4
FALSE,26,18,Si,L,13:30,7
FALSE,26,18,Si,L,13:45,9
FALSE,26,18,Si,L,14:00,10
FALSE,26,18,Si,L,14:15,16
FALSE,26,18,Si,L,14:30,7
FALSE,26,18,Si,L,14:45,6
FALSE,26,18,Si,L,15:00,5
FALSE,26,18,Si,L,15:15,5
FALSE,26,18,Si,L,15:30,5
FALSE,26,18,Si,L,15:45,6
FALSE,26,18,Si,L,16:00,4
FALSE,26,18,Si,L,16:15,4
FALSE,26,18,Si,L,16:30,7
FALSE,26,18,Si,L,16:45,6
FALSE,26,18,Si,L,17:00,11
FALSE,26,18,Si,L,17:15,6
FALSE,26,18,Si,L,17:30,11
FALSE,26,18,Si,L,17:45,7
FALSE,26,18,Si,L,18:00,14
FALSE,26,18,Si,L,18:15,14
FALSE,26,18,Si,L,18:30,12
FALSE,26,18,Si,L,18:45,12
FALSE,26,18,Si,L,19:00,11
FALSE,26,18,Si,L,19:15,8
FALSE,26,18,Si,L,19:30,7
FALSE,26,18,Si,L,19:45,13
FALSE,26,18,Si,L,20:00,12
FALSE,26,18,Si,L,20:15,13
FALSE,26,18,Si,L,20:30,12
FALSE,26,18,Si,L,20:45,7
FALSE,26,18,Si,L,21:00,11
FALSE,26,18,Si,L,21:15,8
FALSE,26,18,Si,L,21:30,4
FALSE,26,18,Si,L,21:45,6
FALSE,26,18,Si,L,22:00,3
FALSE,26,18,Si,L,22:15,3
FALSE,26,18,Si,L,22:30,2
FALSE,26,18,Si,L,22:45,3
FALSE,26,18,Si,L,23:00,3
FALSE,26,18,Si,L,23:15,2
FALSE,26,18,Si,L,23:45,3
FALSE,27,16,Si,L,07:15,2
FALSE,27,16,Si,L,07:30,3
FALSE,27,16,Si,L,08:30,2
FALSE,27,16,Si,L,08:45,3
FALSE,27,16,Si,L,09:00,3
FALSE,27,16,Si,L,09:15,4
FALSE,27,16,Si,L,09:30,3
FALSE,27,16,Si,L,09:45,5
FALSE,27,16,Si,L,10:00,5
FALSE,27,16,Si,L,10:15,4
FALSE,27,16,Si,L,10:30,4
FALSE,27,16,Si,L,10:45,3
FALSE,27,16,Si,L,11:00,3
FALSE,27,16,Si,L,11:15,4
FALSE,27,16,Si,L,11:30,4
FALSE,27,16,Si,L,11:45,4
FALSE,27,16,Si,L,12:00,8
FALSE,27,16,Si,L,12:15,3
FALSE,27,16,Si,L,12:30,4
FALSE,27,16,Si,L,12:45,5
FALSE,27,16,Si,L,13:00,7
FALSE,27,16,Si,L,13:15,4
FALSE,27,16,Si,L,13:30,8
FALSE,27,16,Si,L,13:45,13
FALSE,27,16,Si,L,14:00,8
FALSE,27,16,Si,L,14:15,11
FALSE,27,16,Si,L,14:30,9
FALSE,27,16,Si,L,14:45,8
FALSE,27,16,Si,L,15:00,5
FALSE,27,16,Si,L,15:15,7
FALSE,27,16,Si,L,15:30,5
FALSE,27,16,Si,L,15:45,6
FALSE,27,16,Si,L,16:00,5
FALSE,27,16,Si,L,16:15,7
FALSE,27,16,Si,L,16:30,4
FALSE,27,16,Si,L,16:45,8
FALSE,27,16,Si,L,17:00,10
FALSE,27,16,Si,L,17:15,9
FALSE,27,16,Si,L,17:30,7
FALSE,27,16,Si,L,17:45,9
FALSE,27,16,Si,L,18:00,13
FALSE,27,16,Si,L,18:15,7
FALSE,27,16,Si,L,18:30,11
FALSE,27,16,Si,L,18:45,12
FALSE,27,16,Si,L,19:00,8
FALSE,27,16,Si,L,19:15,12
FALSE,27,16,Si,L,19:30,8
FALSE,27,16,Si,L,19:45,12
FALSE,27,16,Si,L,20:00,17
FALSE,27,16,Si,L,20:15,9
FALSE,27,16,Si,L,20:30,12
FALSE,27,16,Si,L,20:45,9
FALSE,27,16,Si,L,21:00,8
FALSE,27,16,Si,L,21:15,4
FALSE,27,16,Si,L,21:30,5
FALSE,27,16,Si,L,21:45,5
FALSE,27,16,Si,L,22:00,4
FALSE,27,16,Si,L,22:15,7
FALSE,27,16,Si,L,22:30,3
FALSE,27,16,Si,L,22:45,2
FALSE,27,16,Si,L,23:00,3
FALSE,27,16,Si,L,23:15,3
FALSE,27,16,Si,L,23:30,7
FALSE,27,16,Si,L,23:45,2
FALSE,30,16,Si,L,07:15,3
FALSE,30,16,Si,L,07:30,3
FALSE,30,16,Si,L,07:45,0
FALSE,30,16,Si,L,08:30,14
FALSE,30,16,Si,L,08:45,2
FALSE,30,16,Si,L,09:15,3
FALSE,30,16,Si,L,09:30,3
FALSE,30,16,Si,L,09:45,4
FALSE,30,16,Si,L,10:00,4
FALSE,30,16,Si,L,10:15,4
FALSE,30,16,Si,L,10:30,3
FALSE,30,16,Si,L,10:45,4
FALSE,30,16,Si,L,11:00,4
FALSE,30,16,Si,L,11:15,5
FALSE,30,16,Si,L,11:30,5
FALSE,30,16,Si,L,11:45,6
FALSE,30,16,Si,L,12:00,5
FALSE,30,16,Si,L,12:15,6
FALSE,30,16,Si,L,12:30,7
FALSE,30,16,Si,L,12:45,5
FALSE,30,16,Si,L,13:00,5
FALSE,30,16,Si,L,13:15,9
FALSE,30,16,Si,L,13:30,6
FALSE,30,16,Si,L,13:45,7
FALSE,30,16,Si,L,14:00,8
FALSE,30,16,Si,L,14:15,12
FALSE,30,16,Si,L,14:30,7
FALSE,30,16,Si,L,14:45,7
FALSE,30,16,Si,L,15:00,5
FALSE,30,16,Si,L,15:15,7
FALSE,30,16,Si,L,15:30,6
FALSE,30,16,Si,L,15:45,6
FALSE,30,16,Si,L,16:00,3
FALSE,30,16,Si,L,16:15,5
FALSE,30,16,Si,L,16:30,3
FALSE,30,16,Si,L,16:45,8
FALSE,30,16,Si,L,17:00,7
FALSE,30,16,Si,L,17:15,8
FALSE,30,16,Si,L,17:30,9
FALSE,30,16,Si,L,17:45,9
FALSE,30,16,Si,L,18:00,11
FALSE,30,16,Si,L,18:15,9
FALSE,30,16,Si,L,18:30,14
FALSE,30,16,Si,L,18:45,12
FALSE,30,16,Si,L,19:00,12
FALSE,30,16,Si,L,19:15,7
FALSE,30,16,Si,L,19:30,9
FALSE,30,16,Si,L,19:45,11
FALSE,30,16,Si,L,20:00,10
FALSE,30,16,Si,L,20:15,12
FALSE,30,16,Si,L,20:30,11
FALSE,30,16,Si,L,20:45,9
FALSE,30,16,Si,L,21:00,8
FALSE,30,16,Si,L,21:15,4
FALSE,30,16,Si,L,21:30,5
FALSE,30,16,Si,L,21:45,4
FALSE,30,16,Si,L,22:00,4
FALSE,30,16,Si,L,22:15,3
FALSE,30,16,Si,L,22:30,5
FALSE,30,16,Si,L,22:45,3
FALSE,30,16,Si,L,23:00,3
FALSE,30,16,Si,L,23:15,2
FALSE,30,16,Si,L,23:30,2
FALSE,30,16,Si,L,23:45,3
